116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
