119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141
135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106
